businessName,businessStartDate,businessClass,latitude,longitude,recency
"SAM'S WATCH REPAIR, LLC",1/1/18,"3 - Service, Misc",35.01044613,-85.32766798,0.969747899
CHATTANOOGA ENVIRONMENTAL LAB,5/1/14,"3 - Service, Misc",35.01044613,-85.32766798,0.867303285
GLASCOCK INTERNATIONAL,5/1/12,"3 - Service, Misc",35.01044613,-85.32766798,0.811535523
SAM'S WATCH REPAIR,4/25/12,"3 - Service, Misc",35.01044613,-85.32766798,0.811077158
KING ENTERPRISES,7/20/11,"3 - Service, Misc",35.01044613,-85.32766798,0.789686784
OEHMIG TRAVEL CONSULTANCY,4/1/10,"3 - Service, Misc",35.01044613,-85.32766798,0.753399542
SMF ENERGY CORPORATION,1/1/04,"1 - Gas, Grocery, Building Materials",35.01044613,-85.32766798,0.579067991
"SURGERY PHARMACY SERV, INC",6/1/03,"2 - Auto, Restaurant, Retail",35.01044613,-85.32766798,0.562719633
GLASCOCK COMPANY,7/1/97,"3 - Service, Misc",35.01044613,-85.32766798,0.39763178
REAL ESTATE SERVICES,9/16/94,"3 - Service, Misc",35.01044613,-85.32766798,0.319786096
CHATTANOOGA SOFTWARE COMPANY,9/23/16,"3 - Service, Misc",35.01045316,-85.32867708,0.934224599
CHATTANOOGA SOFTWARE CENTER,11/21/12,"3 - Service, Misc",35.01045316,-85.32867708,0.827119939
SURFN DEVELOPMENT CORPORATION,2/16/98,"3 - Service, Misc",35.01045316,-85.32867708,0.415202445
ECONOMY AUTO REPAIR,5/5/17,"3 - Service, Misc",35.01045393,-85.29366837,0.951336898
KC TOWING & TRANSPORT LLC,4/12/16,"3 - Service, Misc",35.01045393,-85.29366837,0.921695951
KC TOWING & RECOVERY,9/3/14,"3 - Service, Misc",35.01045393,-85.29366837,0.876852559
PEREZ JULIO LANDSCAPING,1/1/14,4 - Contractor,35.01046257,-85.22538149,0.858135982
RODRIGUEZ NEW AND PRE LOVED BOUTIQUE,2/23/18,"2 - Auto, Restaurant, Retail",35.01048075,-85.21885918,0.973796791
A B CUTS,9/29/97,"3 - Service, Misc",35.01048075,-85.21885918,0.404507257
WALLACE BRAUD PRODUCTION SVCS,9/15/07,"3 - Service, Misc",35.01048346,-85.16754855,0.682429335
CASH FOR CARS,7/1/14,"2 - Auto, Restaurant, Retail",35.01048357,-85.24056577,0.871963331
1ST BYTES COMPUTER SERVICE,9/10/98,"3 - Service, Misc",35.01048357,-85.24056577,0.430939649
DAVIS LAWN & LANDSCAPING LLC,5/1/10,4 - Contractor,35.01048564,-85.17393661,0.755691367
A THING OF BEAUTY,3/3/14,"3 - Service, Misc",35.01048855,-85.14493409,0.862796028
MURPHY USA #7074,5/14/04,"1 - Gas, Grocery, Building Materials",35.01053391,-85.20737314,0.589304813
A & D GLOBAL SUPPLY,2/6/06,"2 - Auto, Restaurant, Retail",35.01053483,-85.28046496,0.637662338
RACHEL GATICA,5/10/12,"3 - Service, Misc",35.01055492,-85.22486649,0.812223071
BG CONSTRUCTION,7/21/14,4 - Contractor,35.01055717,-85.16840468,0.873491215
FINDERS KEEPERS ST. ELMO,11/15/15,"2 - Auto, Restaurant, Retail",35.01055851,-85.32867437,0.910313216
J COFIELD LLC,11/1/18,"3 - Service, Misc, Short Term Rental",35.01056189,-85.14026223,0.992971734
EMILE,9/27/18,"3 - Service, Misc, Short Term Rental",35.01057353,-85.32938968,0.990297937
RANSOM RENOVATION & ROOFING LLC,2/22/16,4 - Contractor,35.01058267,-85.14899541,0.917876241
CAM CONSULTING,2/15/13,"3 - Service, Misc",35.01059067,-85.27602859,0.83368984
TRI STATE FASTENERS INC,7/1/92,"1 - Gas, Grocery, Building Materials",35.01060277,-85.2806483,0.258135982
MOBILELINK TENNESSEE LLC,1/25/16,"2 - Auto, Restaurant, Retail",35.01060757,-85.22332402,0.915737204
WIRELESS DEPOT USA BRAINERD,1/1/15,"3 - Service, Misc",35.01060757,-85.22332402,0.886019862
WIRELESS DEPOT USA,12/3/13,"2 - Auto, Restaurant, Retail",35.01060757,-85.22332402,0.85592055
SIGNS BY TOMORROW,1/1/12,"2 - Auto, Restaurant, Retail",35.01060757,-85.22332402,0.802291826
C & H CLEANING SERVICE,4/15/11,"3 - Service, Misc",35.0106168,-85.21554205,0.782352941
PATRICK THIRD,12/9/11,4 - Contractor,35.01062206,-85.1603992,0.800534759
APPLEBEE'S NEIGHBORHOOD GRILL & BAR,12/4/00,"2 - Auto, Restaurant, Retail",35.01063977,-85.21637233,0.493277311
HEAVENLY STYLES SALON STUDIO,2/10/14,"3 - Service, Misc",35.01065262,-85.20442504,0.861191749
DANNY NAILS,6/22/11,"3 - Service, Misc",35.01065262,-85.20442504,0.787547746
GAMESTOP #5731,1/14/07,"3 - Service, Misc",35.01065262,-85.20442504,0.663789152
IT'S FASHION #7318,4/26/05,"2 - Auto, Restaurant, Retail",35.01065262,-85.20442504,0.615813598
PAYLESS SHOE SOURCE #312,5/17/04,"2 - Auto, Restaurant, Retail",35.01065262,-85.20442504,0.589533995
CATO #1033,5/12/04,"2 - Auto, Restaurant, Retail",35.01065262,-85.20442504,0.589152024
SIMPLY FASHIONS #51,2/12/94,"2 - Auto, Restaurant, Retail",35.01065262,-85.20442504,0.30328495
"AUTO GLASS NOW, LLC",1/1/14,"3 - Service, Misc",35.01065467,-85.2235339,0.858135982
THE LIDMAN,5/16/12,"2 - Auto, Restaurant, Retail",35.01065702,-85.16097188,0.812681436
"CHEM-CRAFTERS, INC",4/1/84,"2 - Auto, Restaurant, Retail",35.01066664,-85.29355233,0.027960275
FOREVER READY CLEANING SERVICES,8/31/12,"3 - Service, Misc",35.01069843,-85.23884355,0.820855615
TOW CO TOWING,5/1/17,"3 - Service, Misc",35.01071305,-85.28273045,0.951031322
THE ECONOMY INN,5/1/15,"3 - Service, Misc",35.01072472,-85.21947408,0.895187166
ECONOMY INN,6/21/04,"3 - Service, Misc",35.01072472,-85.21947408,0.592207792
SUBWAY #1923,2/5/97,"2 - Auto, Restaurant, Retail",35.01072472,-85.21947408,0.386478228
CHATTANOOGA CRANE RENTALS LLC,4/25/05,4 - Contractor,35.01075456,-85.27902927,0.615737204
STARBUCKS COFFEE #11069,3/16/07,"2 - Auto, Restaurant, Retail",35.01075582,-85.2170024,0.668449198
J & J CONTRACTING LLC,9/11/18,4 - Contractor,35.01076321,-85.22203496,0.98907563
SIGN REVOLUTION LLC,7/1/16,"2 - Auto, Restaurant, Retail",35.01076321,-85.22203496,0.927807487
OX CONSTRUCTION LLC,10/1/15,4 - Contractor,35.01076321,-85.22203496,0.906875477
"HAPPY CAKES, LLC",2/1/14,"1 - Gas, Grocery, Building Materials",35.0107675,-85.12987558,0.860504202
B & B CLEAN,8/24/12,"3 - Service, Misc",35.01077102,-85.17385545,0.820320856
"SARATOGA TECHNOLOGIES, INC.",2/1/17,"3 - Service, Misc, Short Term Rental",35.01077205,-85.1560574,0.944232238
CASH AMERICA PAWN OF CHATTANOOGA #03,10/1/12,"3 - Service, Misc",35.01077346,-85.22377986,0.823223835
VALU + PAWN #2,4/28/98,"3 - Service, Misc",35.01077346,-85.22377986,0.420626432
GREENWOOD OAK LLC,6/20/07,"3 - Service, Misc",35.01078441,-85.2404126,0.67578304
CHATTANOOGA BUILDING MATERIAL LLC,12/9/99,"1 - Gas, Grocery, Building Materials",35.0108122,-85.27834926,0.465699007
P & D ROOFING,5/2/13,4 - Contractor,35.01082649,-85.16027125,0.839495798
COMPLETE HOME REPAIR OF CHATTANOOGA LLC,9/18/12,4 - Contractor,35.01084377,-85.24120771,0.82223071
D B Global Entertainment,1/31/10,"3 - Service, Misc",35.01084625,-85.16088349,0.74881589
GENTRY STEEL INC,10/1/99,4 - Contractor,35.01086487,-85.27987828,0.460427807
MORGAN MOTOR CO INC,8/4/13,"2 - Auto, Restaurant, Retail",35.01086922,-85.29441776,0.846676853
BOWMAN ALCOLUME COMPANY,3/18/96,4 - Contractor,35.01087257,-85.22225598,0.361726509
ECLIPZ,12/1/18,4 - Contractor,35.01088176,-85.22188404,0.99526356
HAIR ONE,9/14/15,"3 - Service, Misc",35.01088176,-85.22188404,0.905576776
VICTORY SONG COLLECTIONS PUBLICATION,4/8/12,"3 - Service, Misc",35.01088176,-85.22188404,0.809778457
BELVOIR BUTTERFLIES FAMILY DAY CARE,6/2/16,"3 - Service, Misc",35.01088337,-85.23168919,0.925592055
CHARITY MYERS PHOTOGRAPHY & DESIGN,4/1/10,"3 - Service, Misc",35.01089313,-85.22690771,0.753399542
KINGMAKER,11/1/10,"3 - Service, Misc",35.0108935,-85.23081181,0.769747899
BELLE CHOCOLATES,7/10/18,"2 - Auto, Restaurant, Retail",35.01091989,-85.32816124,0.984262796
THE TAP HOUSE,3/17/17,"2 - Auto, Restaurant, Retail",35.01091989,-85.32816124,0.947593583
URSO PHOTOGRAPHY,10/1/16,"3 - Service, Misc",35.01091989,-85.32816124,0.934835752
SCOBLE GROUP DBA RESULTS MEDICAL STAFFING,3/1/12,"3 - Service, Misc",35.01091989,-85.32816124,0.806875477
DULEY HOPKINS & ASSOCIATES INC,1/1/03,"3 - Service, Misc",35.01091989,-85.32816124,0.55118411
SUNNY NAILS & DAY SPA,1/2/03,"3 - Service, Misc",35.01092437,-85.22241798,0.551260504
GREEN FORM CONSTRUCTIONS INC,6/19/12,4 - Contractor,35.01093038,-85.28089817,0.815278839
WHITNEY NAVE JONES ART,4/7/10,"3 - Service, Misc",35.01093038,-85.28089817,0.753857907
HASKEL SEARS DESIGN,7/17/18,4 - Contractor,35.01094256,-85.29841051,0.984797555
WHISKEY CREEK TECHNOLOGIES INC,8/24/15,"2 - Auto, Restaurant, Retail",35.01094843,-85.22904308,0.903972498
LENSCRAFTERS INC #00026,4/3/85,"3 - Service, Misc",35.01094965,-85.21636315,0.055996944
THE MISSING LINK,5/1/12,"2 - Auto, Restaurant, Retail",35.01095132,-85.2967604,0.811535523
WILLIAM M SMITH,3/1/13,4 - Contractor,35.01095269,-85.16985375,0.834759358
"TNKR LABS, LLC",3/1/16,"2 - Auto, Restaurant, Retail",35.01096266,-85.32830037,0.918487395
"TENNESSEE BOULDERING AUTHORITY, LLC",5/1/15,"3 - Service, Misc",35.01096266,-85.32830037,0.895187166
LISA SEAGO FINE ART,3/1/13,"3 - Service, Misc",35.01096266,-85.32830037,0.834759358
ARTWORKS CHATTANOOGA,2/28/11,"3 - Service, Misc",35.01096266,-85.32830037,0.778838808
HEALTHCARE EQUIPMENT SERVICES LLC,11/5/13,"3 - Service, Misc",35.01096661,-85.15181056,0.853781513
"STACY COTIS PAINTING, INC",11/3/11,4 - Contractor,35.01097866,-85.22959393,0.797784568
CARRIER SALES & DISTRIBUTION,11/20/03,"1 - Gas, Grocery, Building Materials",35.01098645,-85.29110876,0.575859435
PAPA JOHNS PIZZA PIZZA #332,2/20/17,"2 - Auto, Restaurant, Retail",35.01099498,-85.22445029,0.945683728
M & J SHOES & SPORTSWEAR,1/1/16,"2 - Auto, Restaurant, Retail",35.01099498,-85.22445029,0.913903743
HGR WIRELESS LLC,8/1/14,"3 - Service, Misc",35.01099498,-85.22445029,0.874331551
ASIA CAFE,10/1/10,"2 - Auto, Restaurant, Retail",35.01099498,-85.22445029,0.767379679
HONG KONG EXPRESS,4/1/08,"2 - Auto, Restaurant, Retail",35.01099498,-85.22445029,0.69763178
TIENDA GUATEMALTECA EBENEZER,12/15/07,"2 - Auto, Restaurant, Retail",35.01099498,-85.22445029,0.689381207
M & J SHOES,8/20/07,"2 - Auto, Restaurant, Retail",35.01099498,-85.22445029,0.680443086
PAPA JOHN'S PIZZA #332,10/19/01,"2 - Auto, Restaurant, Retail",35.01099498,-85.22445029,0.517647059
ELECTRIC COWBOY,11/4/04,"2 - Auto, Restaurant, Retail",35.01099846,-85.2162035,0.602597403
MEL'S FONDANT COTTAGE,11/20/17,"2 - Auto, Restaurant, Retail",35.01099979,-85.22262761,0.966539343
KLIPZ HAIR STUDIO,1/23/10,"3 - Service, Misc",35.01099979,-85.22262761,0.748204736
RENT-ALL STORE,12/1/12,"3 - Service, Misc",35.01101041,-85.27571894,0.827883881
BEENE STUMP REMOVAL,3/30/15,"3 - Service, Misc",35.01102305,-85.16458018,0.892742552
4TH AVE CORNER STORE,3/10/17,"2 - Auto, Restaurant, Retail",35.0110241,-85.28307196,0.947058824
NEW EASTSIDE MARKET,8/20/12,"1 - Gas, Grocery, Building Materials",35.0110241,-85.28307196,0.820015279
EASTSIDE MARKET,4/1/12,"1 - Gas, Grocery, Building Materials",35.0110241,-85.28307196,0.809243697
EASTSIDE MARKET,1/1/99,"1 - Gas, Grocery, Building Materials",35.0110241,-85.28307196,0.439572193
"NEW SOUTHERN GOLD LLC, THE",6/1/02,"3 - Service, Misc",35.01102455,-85.22269433,0.534835752
KANKU'S EXPRESS #1,2/27/14,"1 - Gas, Grocery, Building Materials",35.01103338,-85.15782981,0.862490451
TRIYA  INC,9/1/12,"1 - Gas, Grocery, Building Materials",35.01103338,-85.15782981,0.820932009
SAX INC,3/1/11,"1 - Gas, Grocery, Building Materials",35.01103338,-85.15782981,0.778915202
KANKU'S EXPRESS #1,4/9/08,"1 - Gas, Grocery, Building Materials",35.01103338,-85.15782981,0.698242934
DOMINO'S PIZZA #8725,6/19/18,"2 - Auto, Restaurant, Retail",35.01105145,-85.32766798,0.982658518
FOOD CITY #716,9/1/15,"1 - Gas, Grocery, Building Materials",35.01105145,-85.32766798,0.904583652
REDBOX AUTOMATED RETAIL LLC,1/1/10,"2 - Auto, Restaurant, Retail",35.01105145,-85.32766798,0.746524064
BLIMPIE,2/1/02,"2 - Auto, Restaurant, Retail",35.01105145,-85.32766798,0.525668449
M & J SHOES,1/1/02,"2 - Auto, Restaurant, Retail",35.01105145,-85.32766798,0.523300229
FAMILY DOLLAR STORE #2645,3/22/96,"2 - Auto, Restaurant, Retail",35.01105145,-85.32766798,0.362032086
SUNDOWN AND SORROW,1/22/18,"2 - Auto, Restaurant, Retail",35.01105584,-85.22277431,0.971352177
MAID 4 YOU LLC,5/1/17,"3 - Service, Misc",35.01107632,-85.22284194,0.951031322
ELITE CUSTOMER CARE LLC,1/1/16,"3 - Service, Misc",35.01107632,-85.22284194,0.913903743
I RESTORE 2,2/1/18,"3 - Service, Misc",35.01108517,-85.21415534,0.972116119
SOUTHEAST PAWN,9/1/13,"3 - Service, Misc",35.01108517,-85.21415534,0.84881589
FEDEX OFFICE & PRINT SERVICES INC,1/1/97,"3 - Service, Misc",35.01108517,-85.21415534,0.383804431
CRUZ LOGISTICS INC,6/26/08,"3 - Service, Misc",35.01108842,-85.23455896,0.704201681
A TO Z AUTO DETAILING,4/4/18,"3 - Service, Misc, Short Term Rental",35.0110942,-85.22950772,0.976852559
DLM PRODUCE CO,3/7/11,"1 - Gas, Grocery, Building Materials",35.01110618,-85.32660155,0.779373568
ANTWERP DIAMONDS LLC,1/2/19,"2 - Auto, Restaurant, Retail",35.01111122,-85.2229277,0.997708174
RICK DAVIS GOLD AND DIAMOND,12/21/18,"3 - Service, Misc, Short Term Rental",35.01111122,-85.2229277,0.996791444
"CARING HANDS & OPEN HEARTS, LLC",12/1/14,"3 - Service, Misc",35.01111478,-85.20989256,0.883651642
MOVESTRONG,7/1/12,"3 - Service, Misc",35.01111478,-85.20989256,0.816195569
ALLIEDBARTON SECURITY SERVICES LLC,4/1/12,"3 - Service, Misc",35.01111478,-85.20989256,0.809243697
SOUTHERN MANAGEMENT ABM LLC,1/1/12,"3 - Service, Misc",35.01111478,-85.20989256,0.802291826
NCRED,12/1/11,"3 - Service, Misc",35.01111478,-85.20989256,0.799923606
MAXIMUS HUMAN SERVICES INC,7/1/09,"3 - Service, Misc",35.01111478,-85.20989256,0.732467532
SOUTHEASTERANS INC,9/1/08,"3 - Service, Misc",35.01111478,-85.20989256,0.709320092
CENTRAL PARK OF AMERICA INC,1/1/08,"3 - Service, Misc",35.01111478,-85.20989256,0.690679908
ICHIBAN JAPANESE STEAK HOUSE #1,7/21/07,"2 - Auto, Restaurant, Retail",35.01113029,-85.21677173,0.678151261
CONCRETE SURFACES UNLIMITED,5/14/05,4 - Contractor,35.01113663,-85.23860981,0.617188694
A & A AUTO REPAIRS,7/1/02,"3 - Service, Misc",35.01113864,-85.29466094,0.537127578
SOUTHERN MANAGEMENT ABM LLC,1/1/13,"3 - Service, Misc",35.01115527,-85.27654334,0.830252101
SOUTHERN MANAGEMENT ABM LLC,1/1/12,"3 - Service, Misc",35.01115527,-85.27654334,0.802291826
DURHAM SCHOOL SERVICES L.P,6/1/07,"3 - Service, Misc",35.01115527,-85.27654334,0.674331551
STOREROOM SOLUTIONS INC,2/1/08,"2 - Auto, Restaurant, Retail",35.01115815,-85.38457801,0.693048128
SHISHKABIBBLE,10/16/14,"3 - Service, Misc",35.01117564,-85.17656569,0.88013751
OMEGA PRINTING,9/1/15,"3 - Service, Misc",35.01117816,-85.13401702,0.904583652
WENDY'S #351,3/5/97,"2 - Auto, Restaurant, Retail",35.01118798,-85.22466924,0.388617265
TOOL BOX,9/1/14,"1 - Gas, Grocery, Building Materials",35.01119165,-85.21115819,0.876699771
LONDON,1/15/19,"2 - Auto, Restaurant, Retail",35.0112075,-85.21373293,0.998701299
40 WEIGHT MONOGRAMMING,10/16/18,"3 - Service, Misc, Short Term Rental",35.0112075,-85.21373293,0.991749427
MKRP ENTERTAINMENT,3/26/18,"3 - Service, Misc, Short Term Rental",35.0112075,-85.21373293,0.976165011
FRESH CUTS BARBER SHOP INC,7/1/07,"3 - Service, Misc",35.0112075,-85.21373293,0.676623377
MVP X-CLUSIVE STYLZ UNISEX BEAUTY SALON,12/1/09,"3 - Service, Misc",35.01121704,-85.21329799,0.744155844
OFF THE WALL FRAMING,9/1/04,"3 - Service, Misc",35.01121704,-85.21329799,0.597708174
HACKER MEDIAS,1/1/17,"3 - Service, Misc",35.01122295,-85.16308841,0.941864018
GREEN LEAF LAWN CARE,7/1/10,"3 - Service, Misc",35.01122582,-85.17967658,0.760351413
ROOF SOLUTIONS LLC,2/2/18,4 - Contractor,35.01123294,-85.31957964,0.972192513
SENOR RESTORATION INC,10/1/17,4 - Contractor,35.01123294,-85.31957964,0.962719633
HALLORAN CORPORATION,4/10/14,4 - Contractor,35.01124163,-85.15543356,0.865699007
RH APPAREL LLC,4/1/09,"2 - Auto, Restaurant, Retail",35.01124163,-85.15543356,0.725515661
OUR VILLAGE,1/11/12,"3 - Service, Misc",35.0112471,-85.13960708,0.803055768
EPOC FITNESS,12/30/12,"3 - Service, Misc",35.0112572,-85.21283871,0.830099312
CAMERON COKER PHOTOGRAPHY,11/1/14,"3 - Service, Misc",35.01128211,-85.23177262,0.881359817
REGELIA TRANSPORTATION,9/22/16,"3 - Service, Misc",35.01128998,-85.21893016,0.934148205
CHAO'S MONGOLIAN GRILL,6/20/12,"2 - Auto, Restaurant, Retail",35.01129671,-85.21318913,0.815355233
TUMBLIN COMPANY II LLC,6/1/10,"2 - Auto, Restaurant, Retail",35.01129671,-85.21318913,0.758059587
RENT TO OWN CARS & SALES GROUP INC,9/1/14,"2 - Auto, Restaurant, Retail",35.01130524,-85.2937118,0.876699771
LIBERTY TAXI- JAMES W HUDLOW II,10/25/13,"3 - Service, Misc",35.01130524,-85.2937118,0.852941176
ALL AMERICAN TAXI LLC,12/27/07,"3 - Service, Misc",35.01130524,-85.2937118,0.690297937
LUCKY NAIL & SPA,5/14/14,"3 - Service, Misc",35.01133219,-85.2129589,0.868296409
OLLIE'S BARGAIN OUTLET INC,2/8/13,"2 - Auto, Restaurant, Retail",35.01133219,-85.2129589,0.83315508
PATTON'S PLACE,6/7/13,"2 - Auto, Restaurant, Retail",35.01133568,-85.22159065,0.842245989
AULT MOBILE REPAIR,7/22/08,"3 - Service, Misc",35.01136484,-85.28726038,0.70618793
HEAVENLY FLAVORED WINGS LLC,4/5/05,"2 - Auto, Restaurant, Retail",35.01138263,-85.22337873,0.61420932
BBW RFID SOLUTIONS LLC,4/1/06,"3 - Service, Misc",35.01138343,-85.28507728,0.641787624
CHILI'S GRILL & BAR #0107,11/13/15,"2 - Auto, Restaurant, Retail",35.01138723,-85.21637189,0.910160428
CHILI'S GRILL & BAR #107,11/1/87,"2 - Auto, Restaurant, Retail",35.01138723,-85.21637189,0.127960275
CARROLL LANDSCAPING,11/1/05,4 - Contractor,35.01140811,-85.2376336,0.630252101
JRB ATTACHMENTS LLC,8/24/04,"2 - Auto, Restaurant, Retail",35.01141348,-85.38623318,0.597097021
LITTLE CAESARS,5/1/12,"2 - Auto, Restaurant, Retail",35.01142504,-85.21303768,0.811535523
EINSTEIN BAGEL,10/1/13,"2 - Auto, Restaurant, Retail",35.01144178,-85.15563614,0.851107716
GORILLDABEAST GYM GEAR,9/1/13,"2 - Auto, Restaurant, Retail",35.01144803,-85.22651875,0.84881589
BABY CHARLES SERVICES,3/9/06,"3 - Service, Misc",35.01145554,-85.22740114,0.640030558
ACCEPTANCE NOW #07656,6/24/16,"2 - Auto, Restaurant, Retail",35.01146501,-85.21088464,0.927272727
CONN'S HOME PLUS,6/24/16,"2 - Auto, Restaurant, Retail",35.01146501,-85.21088464,0.927272727
ROMEO OUTDOOR SERVICES LLC,8/21/18,"3 - Service, Misc, Short Term Rental",35.01147229,-85.26860198,0.987471352
TIENDA REYNOSO,7/11/18,"2 - Auto, Restaurant, Retail",35.01150076,-85.29440677,0.98433919
"EL PAISANO TAX SERVICE, LLC",8/4/14,"3 - Service, Misc",35.01150076,-85.29440677,0.874560733
SERVICIOS EL PAISANO LLC,10/18/13,"3 - Service, Misc",35.01150076,-85.29440677,0.852406417
EL PAISANO TAX SERVICE,1/5/11,"3 - Service, Misc",35.01150076,-85.29440677,0.774713522
SERVICIOS EL PAISANO,11/15/05,"3 - Service, Misc",35.01150076,-85.29440677,0.63132162
RENT-ALL STORE INC,1/1/03,"1 - Gas, Grocery, Building Materials",35.01151461,-85.27547682,0.55118411
CHERI'S ADULT DAY CENTER,7/1/06,"3 - Service, Misc",35.01151515,-85.17043135,0.648739496
226 FASHION,10/1/12,"2 - Auto, Restaurant, Retail",35.01151886,-85.31646714,0.823223835
BEARS BARBER- MISCELLANEOUS ITMES,10/22/84,"3 - Service, Misc",35.01151886,-85.31646714,0.043544691
"BACKYARD OUTFITTERS, INC",4/1/14,"2 - Auto, Restaurant, Retail",35.01154744,-85.15597894,0.865011459
ST FRANCIS COTTAGE,6/5/15,"3 - Service, Misc",35.01154861,-85.16707955,0.897860963
TENNESSEE EQUIPMENT SERVICES LLC,7/18/18,"3 - Service, Misc, Short Term Rental",35.01155544,-85.28850268,0.98487395
AMIGO MEXICAN RESTAURANT,10/18/00,"2 - Auto, Restaurant, Retail",35.01157192,-85.21429716,0.489686784
HI TECH TRANSMISSION & AUTO CENTER,1/1/18,"3 - Service, Misc, Short Term Rental",35.01158539,-85.22589144,0.969747899
HIGH TECH TRANSMISSION & AUTO,11/1/11,"3 - Service, Misc",35.01158539,-85.22589144,0.79763178
LA PACHANGA MEXICAN GRILL AND CANTINA,5/19/11,"2 - Auto, Restaurant, Retail",35.01159427,-85.21564303,0.784950344
ENVY ULTRA LOUNGE,10/18/04,"2 - Auto, Restaurant, Retail",35.01159427,-85.21564303,0.601298701
AUTO FINESSE DETAILING,3/1/14,"3 - Service, Misc",35.01159933,-85.16368632,0.862643239
TOTAL RESOURCE INC,4/16/96,"3 - Service, Misc",35.01160997,-85.21418546,0.36394194
ERWIN DAVID CONSTRUCTION CO,11/1/88,4 - Contractor,35.01160997,-85.21418546,0.15592055
AUTO ZONE #2072,4/21/01,"2 - Auto, Restaurant, Retail",35.01161742,-85.15777891,0.50381971
AMERICAN COLLOID COMPANY,1/1/95,"2 - Auto, Restaurant, Retail",35.01165107,-85.31531575,0.327960275
NEXT,1/7/19,"3 - Service, Misc, Short Term Rental",35.0116679,-85.1599906,0.998090145
DRIVING FOR U!,3/1/17,"3 - Service, Misc",35.01168954,-85.39729832,0.946371276
MAY WE SUGGEST,3/7/96,"3 - Service, Misc",35.01169785,-85.21839996,0.360886173
USHER'S GENERAL CONTRACTOR,10/12/05,4 - Contractor,35.01170352,-85.17814076,0.628724217
APRIL UP STUDIO,7/1/11,"3 - Service, Misc",35.01172292,-85.2138874,0.788235294
BOTANICA ANGELICAL,10/15/10,"2 - Auto, Restaurant, Retail",35.01172292,-85.2138874,0.768449198
CROSSROADS CAFE & CATERING LLC,7/21/08,"2 - Auto, Restaurant, Retail",35.01173427,-85.24182851,0.706111536
ASSOCIATES IN IT,7/1/12,"3 - Service, Misc",35.01173638,-85.15891144,0.816195569
COMPERIO CONSULTING LLC,10/21/15,"3 - Service, Misc",35.01174127,-85.13850634,0.908403361
SARAH HAMILTON HATHCOCK,11/14/14,"2 - Auto, Restaurant, Retail",35.0117418,-85.23850207,0.882352941
TIME-2-EAT,8/9/16,"2 - Auto, Restaurant, Retail",35.0117526,-85.22410955,0.93078686
1-800-VEHICLES.COM CHATTANOOGA,4/30/12,"2 - Auto, Restaurant, Retail",35.0117526,-85.22410955,0.811459129
DJ MEDIA AND DESIGNZ,1/10/13,"3 - Service, Misc",35.01175357,-85.21381748,0.830939649
CELLULAR SALES OF TENNESSEE LLC,5/1/11,"2 - Auto, Restaurant, Retail",35.01176996,-85.21473267,0.783575248
CFB CONSTRUCTION,4/13/10,4 - Contractor,35.01177172,-85.17017962,0.754316272
MKRP ENTERTAINMENT,7/1/12,"3 - Service, Misc",35.01178422,-85.21374755,0.816195569
FINAL TOUCH LANDSCAPING,7/13/17,"3 - Service, Misc",35.01178831,-85.16415907,0.956608098
MILLER  J & ASSOCIATES,1/13/04,"3 - Service, Misc",35.01178831,-85.16415907,0.579984721
PINK SPARKLE SPA,2/26/11,"3 - Service, Misc",35.01179511,-85.17482723,0.77868602
CRESSET POWERS LTD,6/19/97,"1 - Gas, Grocery, Building Materials",35.01181501,-85.31328475,0.39671505
ALL SEASON'S PRESSURE WASHING,4/29/11,"3 - Service, Misc",35.01182771,-85.17486627,0.78342246
"N'NAKO, INC",10/3/14,"2 - Auto, Restaurant, Retail",35.01182963,-85.13662331,0.879144385
"SPARTANS ASSOCIATES, LLC",3/1/14,4 - Contractor,35.01182963,-85.13662331,0.862643239
TARZAN WHOLESALE,2/14/05,"3 - Service, Misc",35.01182975,-85.16292958,0.61038961
SHO OUT FASHION,9/16/10,"3 - Service, Misc",35.01183436,-85.28398127,0.766233766
"YOUR WIRELESS SOLUTIONS, LLC",8/1/16,"2 - Auto, Restaurant, Retail",35.0118359,-85.21554116,0.930175707
FIRST FINANCIAL,1/6/14,"3 - Service, Misc",35.0118359,-85.21554116,0.858517953
BIG BUCKS PAWN & LOAN,10/15/11,"3 - Service, Misc",35.0118359,-85.21554116,0.796333079
OVERSTOCK BEDDING SOUTH LLC,3/1/11,"2 - Auto, Restaurant, Retail",35.0118359,-85.21554116,0.778915202
AARON'S SALES & LEASE #C0585,12/12/03,"2 - Auto, Restaurant, Retail",35.0118359,-85.21554116,0.577540107
"SWAT MASONRY, INC",10/24/18,4 - Contractor,35.01184476,-85.29475149,0.992360581
ALL IN ONE TOWING & RECOVERING LLC,1/1/14,"3 - Service, Misc",35.01184476,-85.29475149,0.858135982
ALL-N-ONE TOWING,11/14/11,"3 - Service, Misc",35.01184476,-85.29475149,0.798624905
MASONRY SWAT INC,10/1/10,4 - Contractor,35.01184476,-85.29475149,0.767379679
A TRUSTED FRIEND PET SITTING SERVICE LLC,7/1/13,"3 - Service, Misc",35.01184487,-85.39784642,0.84407945
ADVANCED INTERIORS INC,3/1/17,"1 - Gas, Grocery, Building Materials",35.01185025,-85.24122752,0.946371276
MARSHA'S BACKSTREET CAFE,1/1/99,"2 - Auto, Restaurant, Retail",35.01187627,-85.2264045,0.439572193
